Site_ID,Cluster_3,Site,Region,Location,Paleolithic,Paleolithic_class,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,Final_FWI,FWI_MTH,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,WLC_RISK2,RISK_CLASS2,MC_Mean_WLC,MC_SD,MC_CV_Pct,MC_Min_WLC,MC_Max_WLC,Baseline_Class_Stability_Pct,Gi_Bin,gi_class
SITE_0210,2,Momchilova Fortress,Smolyan,Gradat,0,,0,,0,,0,,0,,0,,0,,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,1192.401,13.030,0.880414,-0.277927,10181.72,0.000,2.117944,1.137174,Direct,2.97,Direct,0.00,4,Direct,90.53,0.144929,Metamorphic Complex,324,Transitional woodland-shrub,5,1,1,7,5,1,4.777136,Moderate,4.774552,0.067646,1.417,4.595783,4.945512,100.0,2,Hot spot with 95% confidence
SITE_0211,2,Kaleto Fortress Koshnitsa,Smolyan,Koshnitsa,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,,999.117,20.493,-0.338643,0.087719,21650.18,0.000,0.085457,0.082001,Direct,2.97,Direct,0.00,4,Direct,86.61,0.146558,"Granitoid, Granite, Leucogranite, Granodiorite",313,Mixed forest,5,1,1,7,1,1,4.625798,Moderate,4.622986,0.070060,1.515,4.426551,4.790966,100.0,0,Not statistically significant
SITE_0212,3,Uleya Cave,Smolyan,Koshnitsa,0,,0,,1,Habitation cave,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,979.654,28.499,-0.987623,0.124261,23773.15,0.000,3.036621,1.395408,Direct,2.97,Direct,0.00,3,Direct,76.99,0.146558,"Granitoid, Granite, Leucogranite, Granodiorite",324,Transitional woodland-shrub,5,1,1,5,5,5,4.415955,Moderate,4.415221,0.028622,0.648,4.328999,4.496302,100.0,0,Not statistically significant
SITE_0213,2,St. Ilia Fortress,Smolyan,Yagodina,0,,0,,0,,0,,0,,0,,1,Fortified town,0,,1,Fortified settlement,Mortared stone masonry,1,Exposed,,,1485.220,24.016,0.327952,-0.942999,12131.73,0.000,3.672723,1.541742,Direct,1.43,Direct,0.00,4,Direct,131.14,0.143942,Molasses,312,Coniferous forest,5,1,1,7,5,1,4.777136,Moderate,4.774552,0.067646,1.417,4.595783,4.945512,100.0,0,Not statistically significant
SITE_0214,3,Yagodinska Cave,Smolyan,Yagodina,0,,0,,1,Habitation cave,0,,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,1020.500,49.619,0.992650,-0.108857,14084.93,0.000,0.063154,0.061240,Direct,1.43,Direct,0.00,3,Direct,65.73,0.148227,Metamorphic Complex,312,Coniferous forest,5,1,1,5,1,5,3.984587,Low,3.982851,0.041890,1.052,3.859798,4.083511,64.2,0,Not statistically significant
SITE_0215,2,Tyovnata dupka,Smolyan,Zabardo,0,,0,,0,,0,,1,Habitation cave,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),1399.055,23.151,-0.433525,0.895221,14423.74,0.000,2.372197,1.215564,Direct,1.47,Direct,0.00,4,Direct,61.60,0.157193,Metamorphic Complex,324,Transitional woodland-shrub,7,1,1,7,5,5,5.640816,Moderate,5.639070,0.056583,1.003,5.479743,5.784538,100.0,2,Hot spot with 95% confidence
SITE_0216,1,Bratya Daskalovi mound,Stara Zagora,Bratya Daskalovi,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,229.212,6.307,0.243387,-0.808332,15944.01,0.000,,0.839006,Urban excl.,16.67,Direct,0.00,2,Direct,135.26,0.189481,Undifferentiated Sediment,231,Pastures,9,1,3,3,,7,5.610496,Moderate,5.608919,0.083198,1.483,5.396230,5.842565,100.0,0,Not statistically significant
SITE_0217,1,Momina Mogila,Stara Zagora,Bratya Daskalovi,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),295.288,5.210,0.328905,0.257732,15703.15,0.000,2.342681,1.206773,Direct,16.67,Direct,0.00,3,Direct,81.00,0.189481,"Alluvium, Eluvium",231,Pastures,9,1,3,5,5,7,5.804505,Moderate,5.804077,0.073152,1.260,5.625178,5.996993,100.0,2,Hot spot with 95% confidence
SITE_0218,2,Buzovo Kale,Stara Zagora,Buzovgrad,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,510.628,21.678,-0.830988,0.514134,850.00,0.000,0.127142,0.119685,Direct,5.40,Direct,0.00,4,Direct,74.17,0.116918,"Granitoid, Granite, Leucogranite, Granodiorite",313,Mixed forest,3,3,1,7,1,1,4.166445,Moderate,4.163791,0.079950,1.920,3.973704,4.369560,99.3,-1,Cold spot with 90% confidence
SITE_0219,1,Thracian domed tomb,Stara Zagora,Buzovgrad,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),396.616,4.722,0.087385,0.438327,430.00,0.000,2.062283,1.119161,Direct,5.40,Direct,0.00,4,Direct,52.74,0.116918,"Granitoid, Granite, Leucogranite, Granodiorite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",3,5,1,7,5,7,3.823984,Low,3.825491,0.062235,1.627,3.659774,3.994543,100.0,-1,Cold spot with 90% confidence
SITE_0220,1,Pizus Fortress,Stara Zagora,Dimitrievo,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,141.582,2.457,-0.166010,0.874333,12972.21,0.000,1.131745,0.756941,Direct,25.07,Direct,0.00,1,Direct,64.27,0.184241,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,5,1,3,1,4.702459,Moderate,4.700976,0.086559,1.841,4.485740,4.933552,100.0,3,Hot spot with 99% confidence
SITE_0221,2,Tomb of Kazanlak,Stara Zagora,Kazanlak,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO World Heritage,Architectural-construction,399.128,5.099,-0.502056,-0.846688,3609.97,0.000,0.072454,0.069950,Direct,2.87,Direct,0.00,3,Direct,70.29,0.116918,"Alluvium, Eluvium",313,Mixed forest,3,1,1,5,1,7,3.731845,Low,3.731476,0.044260,1.186,3.610876,3.858270,100.0,-1,Cold spot with 90% confidence
SITE_0222,3,Kran Fortress,Stara Zagora,Kran,0,,0,,0,,0,,0,,0,,0,,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,705.906,20.840,-0.711959,-0.700365,8929.99,0.000,4.727409,1.745263,Direct,2.87,Direct,0.00,4,Direct,65.72,0.111240,"Alluvium, Eluvium",324,Transitional woodland-shrub,3,1,1,7,5,1,4.638659,Moderate,4.636303,0.072987,1.574,4.459038,4.824172,100.0,-1,Cold spot with 90% confidence
SITE_0223,1,Kesteleva Mogila,Stara Zagora,Maglizh,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),363.627,8.402,-0.336496,0.136224,4211.68,0.000,0.833428,0.606188,Direct,5.40,Direct,0.00,3,Direct,81.03,0.116710,"Alluvium, Eluvium",231,Pastures,3,1,1,5,1,7,3.101281,Low,3.101402,0.053458,1.724,2.970725,3.254342,100.0,-1,Cold spot with 90% confidence
SITE_0224,1,Malak Dol mound,Stara Zagora,Malak Dol,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,242.422,4.932,-0.287372,-0.142396,17948.75,0.000,1.297443,0.831797,Direct,16.67,Direct,0.00,2,Direct,57.20,0.189481,"Undifferentiated Flysh, Turbidite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",9,1,3,3,3,7,5.380527,Moderate,5.378726,0.077869,1.448,5.170076,5.595422,100.0,0,Not statistically significant
SITE_0225,1,Karasura,Stara Zagora,Rupkite,0,,0,,0,,0,,0,,1,Infrastructure,1,Infrastructure,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),220.523,9.160,-0.552442,-0.062729,13482.02,0.000,0.878071,0.630245,Direct,25.07,Direct,0.00,1,Direct,43.35,0.199196,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",9,1,5,1,1,1,4.526272,Moderate,4.524491,0.090315,1.996,4.295720,4.773488,100.0,3,Hot spot with 99% confidence
SITE_0226,1,Tomb of Sashnova,Stara Zagora,Sheinovo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,527.391,4.108,-0.536423,-0.282721,7135.22,0.000,3.878553,1.584849,Direct,2.57,Direct,0.00,1,Direct,50.71,0.109968,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,1,5,7,2.958077,Low,2.956640,0.055006,1.860,2.801317,3.098051,100.0,-2,Cold spot with 95% confidence
SITE_0227,1,Golyama Arsenalka tomb,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,518.270,8.953,-0.938492,0.269186,6689.16,0.000,0.890688,0.636941,Direct,2.57,Direct,0.00,1,Direct,57.88,0.109968,"Alluvium, Eluvium",231,Pastures,3,1,1,1,1,7,2.605701,Low,2.603670,0.052622,2.021,2.455912,2.746107,100.0,-2,Cold spot with 95% confidence
SITE_0228,2,Mezideva Fortress,Stara Zagora,Shipka,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,694.468,4.860,-0.372694,-0.783374,8875.31,0.000,0.197595,0.180315,Direct,2.57,Direct,0.00,4,Direct,54.98,0.111240,,313,Mixed forest,3,1,1,7,1,1,4.090776,Moderate,4.088099,0.081477,1.993,3.899206,4.295561,83.6,-1,Cold spot with 90% confidence
SITE_0229,3,Ostrusha tomb,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,508.493,18.044,-0.939471,-0.149925,7231.13,0.000,2.042191,1.112578,Direct,2.57,Direct,0.00,2,Direct,88.69,0.111240,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,5,7,3.182194,Low,3.182291,0.022892,0.719,3.120447,3.245691,100.0,-1,Cold spot with 90% confidence
SITE_0230,1,Sarafova Mogila,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,479.408,7.211,-0.582214,-0.305665,7464.32,0.000,0.991053,0.688663,Direct,2.87,Direct,0.00,2,Direct,95.21,0.111240,"Alluvium, Eluvium",231,Pastures,3,1,1,3,1,7,2.853491,Low,2.852536,0.051188,1.794,2.720669,2.989776,100.0,-1,Cold spot with 90% confidence
SITE_0231,1,Tomb of Helvetia,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,561.289,10.732,-0.657718,-0.246787,8445.64,0.000,,0.839006,Urban excl.,2.57,Direct,0.00,2,Direct,76.66,0.111240,"Alluvium, Eluvium",242,Complex cultivation patterns,3,1,1,3,,7,3.032546,Low,3.031871,0.056384,1.860,2.895465,3.164016,100.0,-2,Cold spot with 95% confidence
SITE_0232,1,Tomb of Malka Kosmatka,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,528.777,14.376,-0.275493,0.149543,7481.49,0.000,3.776241,1.563654,Direct,2.57,Direct,0.00,2,Direct,109.36,0.111240,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,5,7,3.205867,Low,3.205506,0.053749,1.677,3.059494,3.333537,100.0,-2,Cold spot with 95% confidence
SITE_0233,1,Tomb of Seuthes III,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,535.813,10.025,-0.294855,-0.213296,7410.44,0.000,3.033523,1.394640,Direct,2.57,Direct,0.00,2,Direct,106.66,0.111240,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,5,7,3.205867,Low,3.205506,0.053749,1.677,3.059494,3.333537,100.0,-2,Cold spot with 95% confidence
SITE_0234,3,Tomb of Shushmanets,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,582.633,28.605,-0.974326,-0.077003,8665.52,0.000,,0.839006,Urban excl.,2.57,Direct,0.00,4,Direct,30.56,0.111240,"Alluvium, Eluvium",242,Complex cultivation patterns,3,1,1,7,,7,5.029656,Moderate,5.026794,0.074284,1.478,4.829760,5.224266,100.0,-1,Cold spot with 90% confidence
SITE_0235,1,Tomb of Svetitzata,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,511.708,9.779,-0.475264,0.151186,7868.35,0.000,3.707107,1.549073,Direct,2.57,Direct,0.00,1,Direct,91.44,0.111240,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,1,5,7,2.958077,Low,2.956640,0.055006,1.860,2.801317,3.098051,100.0,-1,Cold spot with 90% confidence
SITE_0236,1,Tomb of The Griffins,Stara Zagora,Shipka,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List,Archaeological Reserve,547.014,10.919,-0.943744,0.155509,7505.36,0.000,1.476338,0.906781,Direct,2.57,Direct,0.00,2,Direct,54.24,0.109968,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,3,7,3.029679,Low,3.029021,0.051391,1.697,2.903613,3.150810,100.0,-2,Cold spot with 95% confidence
SITE_0237,1,Augusta Traiana Vereia,Stara Zagora,Stara Zagora,0,,0,,0,,0,,0,,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological reserve,235.707,11.049,-0.576695,0.559596,13491.21,0.000,,0.839006,Urban excl.,11.53,Direct,0.00,1,Direct,72.75,0.149147,"Undifferentiated Flysh, Turbidite",112,Discontinuous urban fabric,5,1,3,1,,1,2.933462,Low,2.932750,0.046149,1.574,2.820860,3.050880,100.0,0,Not statistically significant
SITE_0238,1,Neolithic dwellings,Stara Zagora,Stara Zagora,0,,1,Dwelling,0,,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,UNESCO Tentative List,Archaeological (single),259.260,7.488,-0.329841,0.925361,13627.83,0.000,,0.839006,Urban excl.,5.40,Direct,0.00,4,Direct,88.40,0.149147,"Undifferentiated Flysh, Turbidite",112,Discontinuous urban fabric,5,1,1,7,,9,4.592600,Moderate,4.593632,0.082807,1.803,4.385926,4.809935,100.0,0,Not statistically significant
SITE_0239,1,Bereket Mound,Stara Zagora,Stara Zagora,0,,1,Tell,1,Tell,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,2,Partially exposed,,Archaeological (single),180.971,6.061,-0.751398,0.513267,11398.37,0.000,0.859144,0.620116,Direct,5.40,Direct,0.00,1,Direct,76.15,0.149147,"Alluvium, Eluvium",211,Non-irrigated arable land,5,1,1,1,1,9,3.532743,Low,3.529866,0.075316,2.134,3.302393,3.752933,100.0,0,Not statistically significant
SITE_0240,1,Roman mineral baths,Stara Zagora,Starozagorski Bani,0,,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,371.391,6.044,-0.171508,-0.120602,10372.14,0.000,,0.839006,Urban excl.,5.40,Direct,0.00,2,Direct,106.40,0.127471,Undifferentiated Sediment,112,Discontinuous urban fabric,3,1,1,3,,1,1.916215,Very Low,1.917261,0.029379,1.532,1.837132,2.004013,99.9,-1,Cold spot with 90% confidence
SITE_0241,1,Fortress Zemlen,Stara Zagora,Zemlen,0,,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,148.943,6.907,-0.619903,-0.222242,3420.86,0.000,1.294753,0.830625,Direct,34.60,Direct,0.00,1,Direct,117.11,0.153346,Undifferentiated Sediment,213,Rice fields,7,1,9,1,3,1,5.290171,Moderate,5.288169,0.086759,1.641,5.045936,5.523840,100.0,0,Not statistically significant
SITE_0242,1,Cheir maj Kaleto,Stara Zagora,Zlatna Livada,0,,0,,0,,0,,1,Fortified settlement,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,139.849,8.812,-0.397216,-0.904839,188.86,0.000,1.400983,0.875878,Direct,37.00,Direct,0.00,2,Direct,73.37,0.201522,"Alluvium, Eluvium",324,Transitional woodland-shrub,9,5,9,3,3,1,6.248210,High,6.246747,0.088566,1.418,5.987097,6.482926,99.9,3,Hot spot with 99% confidence
SITE_0243,1,Hisara Fortress,Stara Zagora,Zlatna Livada,0,,0,,0,,0,,1,Hillfort,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,147.711,12.559,0.053588,-0.996958,609.36,0.000,,0.839006,Other excl.,37.00,Direct,0.00,3,Direct,66.48,0.201522,"Alluvium, Eluvium",121,Industrial or commercial units,9,3,9,5,,1,6.766541,High,6.766784,0.086090,1.272,6.542938,6.981396,100.0,3,Hot spot with 99% confidence
SITE_0244,1,Monastery of St. Athanasius the Great,Stara Zagora,Zlatna Livada,0,,0,,0,,0,,0,,0,,1,Monastery,1,Monastery,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),123.236,9.126,-0.937749,0.001310,412.31,0.000,,0.839006,Urban excl.,37.00,Direct,0.00,2,Direct,48.60,0.201522,"Alluvium, Eluvium",121,Industrial or commercial units,9,5,9,3,,3,6.934111,High,6.932405,0.074189,1.070,6.714729,7.120047,100.0,3,Hot spot with 99% confidence
SITE_0245,1,Kaleto Fortress Bolyarovo,Yambol,Bolyarovo,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,209.869,4.764,-0.801357,-0.026308,16408.14,0.000,0.784331,0.579044,Direct,38.20,Direct,0.00,2,Direct,54.15,0.095291,Undifferentiated Sediment,324,Transitional woodland-shrub,1,1,9,3,1,1,3.598638,Low,3.598170,0.103722,2.883,3.347055,3.832566,100.0,0,Not statistically significant
SITE_0246,1,Ancient Kabile,Yambol,Kabile,0,,0,,0,,1,Settlement,1,Fortified settlement,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological reserve,149.708,2.352,0.521789,-0.820603,123.44,0.000,0.823858,0.600954,Direct,29.27,Direct,0.00,2,Direct,69.60,0.105899,"Alluvium, Eluvium",231,Pastures,3,5,7,3,1,1,3.721174,Low,3.720557,0.063919,1.718,3.561026,3.873169,100.0,0,Not statistically significant
SITE_0247,1,Roman residence,Yambol,Stroyno,0,,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),201.242,3.594,-0.115293,-0.986602,5698.94,0.000,4.057269,1.620827,Direct,38.20,Direct,0.00,1,Direct,58.07,0.097444,Metamorphic Complex,211,Non-irrigated arable land,1,1,9,1,5,1,3.703224,Low,3.702275,0.103582,2.798,3.439955,3.971629,100.0,0,Not statistically significant
SITE_0248,1,Malkoto Kale Fortress,Yambol,Voden,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,337.101,3.727,-0.145436,0.108627,25565.18,0.000,0.952762,0.669245,Direct,37.20,Direct,0.00,3,Direct,3.15,0.092155,Metamorphic Complex,321,Natural grasslands,1,1,9,5,1,1,3.846428,Low,3.847036,0.103233,2.683,3.592982,4.098161,91.6,0,Not statistically significant
SITE_0249,1,Dabilin Fortress,Yambol,Yambol,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,133.060,9.532,-0.654428,0.473310,80.00,0.000,,0.839006,Urban excl.,29.27,Direct,0.00,1,Direct,64.35,0.105899,"Alluvium, Eluvium",112,Discontinuous urban fabric,3,7,7,1,,1,3.779511,Low,3.777905,0.070425,1.864,3.582848,3.956435,100.0,0,Not statistically significant
SITE_0250,3,Zaychi Vrah,Yambol,Zaychi Vrah,0,,0,,0,,1,Rock sanctuary,1,Rock sanctuary,1,Rock sanctuary,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),227.082,21.468,-0.284632,0.913908,579.55,0.000,2.914642,1.364724,Direct,29.27,Direct,0.00,4,Direct,94.11,0.105899,"Alluvium, Eluvium",231,Pastures,3,3,7,7,5,1,5.362049,Moderate,5.360376,0.055892,1.043,5.216688,5.508868,100.0,0,Not statistically significant
